,0,1,2,3,4,5,6,7,8,9
0,293.89,290.1,290.13,292.03,292.02,290.22,291.27,291.2,290.89,290.56
1,-274.76,-271.43,-271.4,-273.0,-273.01,-271.49,-272.29,-272.31,-272.09,-271.78
2,-36.729,-36.394,-36.456,-36.77,-36.741,-36.468,-36.71,-36.624,-36.542,-36.519
3,-0.60172,-0.58861,-0.58954,-0.59741,-0.60104,-0.59085,-0.59901,-0.59525,-0.59207,-0.59096
4,-0.00067012,-0.00064786,-0.00064947,-0.00065826,-0.00066658,-0.00064586,-0.00065891,-0.00065467,-0.0006505,-0.00064825
5,2.0335,2.1081,2.0718,2.0843,2.073,2.0834,2.0819,2.0838,2.0824,2.0824
6,1.3628,1.2857,1.3223,1.3157,1.3262,1.3189,1.3217,1.3209,1.3227,1.3228
7,0.040471,0.049036,0.043572,0.044202,0.042927,0.044024,0.044286,0.044878,0.044878,0.044609
8,0.0083901,0.0042703,0.0066759,0.0063099,0.0070162,0.0064704,0.0064153,0.0061281,0.0061547,0.006217
9,1.3737e-06,-2.2704e-05,-1.8341e-06,-8.3484e-06,-1.1066e-05,-1.0003e-05,-1.4121e-05,-1.3336e-05,-1.3787e-05,-1.0496e-05
10,,6.4855e-07,1.1021e-06,1.027e-06,4.7345e-06,1.6263e-06,3.4392e-06,2.2077e-06,2.3757e-06,1.8758e-06
