,0,1,2,3,4,5,6,7,8,9
0,74.401,73.703,73.779,74.004,73.603,73.927,73.682,73.835,73.728,73.909
1,-125.12,-124.47,-124.53,-124.74,-124.37,-124.67,-124.43,-124.59,-124.48,-124.66
2,-4.0528,-4.0237,-4.022,-4.0457,-4.018,-4.0373,-4.0301,-4.0311,-4.0295,-4.0338
3,-0.0078302,-0.0077041,-0.0077021,-0.0078299,-0.0077867,-0.0077563,-0.0077139,-0.0077678,-0.007761,-0.0077641
4,-2.9132e-06,-2.9525e-06,-2.9298e-06,-3.0051e-06,-2.9755e-06,-2.9718e-06,-2.9352e-06,-2.9715e-06,-2.9582e-06,-2.9581e-06
5,1.9231,1.955,1.9677,1.9695,1.9729,1.9706,1.9707,1.9698,1.9695,1.97
6,0.71896,0.77162,0.78705,0.77391,0.77194,0.77195,0.77008,0.77213,0.77263,0.77221
7,0.0050458,0.0040622,0.0024829,-0.00033903,-0.00055137,0.0013912,0.0018396,0.0014061,0.0013427,0.0012798
8,-3.5957e-05,0.00017638,0.0011985,0.0041203,0.0044122,0.0022944,0.0018192,0.0022676,0.002305,0.0023988
9,-4.3208e-06,-1.8038e-05,-4.0749e-06,-2.2246e-05,-2.5741e-05,-5.8102e-06,-5.9803e-06,-5.3309e-06,-3.6078e-06,-5.8786e-06
10,,1.0215e-06,,3.8477e-06,5.103e-06,1.6005e-06,,2.0373e-06,1.9161e-06,1.9068e-06
