,0,1,2,3,4,5,6
0,269.17,270.53,270.73,270.39,270.91,270.72,270.4
1,-268.49,-269.5,-269.45,-269.27,-269.78,-269.62,-269.32
2,-16.833,-17.247,-17.448,-17.287,-17.295,-17.265,-17.246
3,-0.11606,-0.1204,-0.12576,-0.12346,-0.12296,-0.12261,-0.1225
4,-6.8892e-05,-7.3319e-05,-7.6165e-05,-7.4312e-05,-7.4227e-05,-7.372e-05,-7.3553e-05
5,0.79239,0.75694,0.72256,0.72012,0.72625,0.73026,0.73029
6,0.024902,0.016241,0.016906,0.016158,0.015889,0.016074,0.01628
7,0.0087801,0.007494,0.0073442,0.0072644,0.0072932,0.0073188,0.0073363
8,-4.0554e-05,-6.4848e-05,-4.6531e-05,-5.8208e-05,-5.8576e-05,-5.7042e-05,-5.4956e-05
9,-4.2137e-06,1.0554e-05,3.1727e-06,9.2204e-06,9.0049e-06,7.2539e-06,6.272e-06
10,,3.2931e-06,,,,,
