,0,1,2,3,4,5,6
0,269.48,267.8,270.51,270.65,270.58,270.34,270.69
1,-268.59,-266.84,-269.49,-269.56,-269.51,-269.27,-269.62
2,-17.178,-17.117,-17.16,-17.211,-17.195,-17.19,-17.2
3,-0.12255,-0.11907,-0.12093,-0.12259,-0.12154,-0.1213,-0.12152
4,-7.4326e-05,-7.1649e-05,-7.3204e-05,-7.4472e-05,-7.3686e-05,-7.3899e-05,-7.3761e-05
5,0.82988,0.74882,0.72921,0.72394,0.7286,0.73285,0.73306
6,0.02527,0.016815,0.016268,0.015943,0.015668,0.015716,0.01595
7,0.0089689,0.007466,0.0072934,0.0072545,0.0072696,0.0072751,0.0072938
8,-4.6876e-05,-5.2013e-05,-6.1492e-05,-6.3652e-05,-6.5905e-05,-6.4471e-05,-6.262e-05
9,6.6442e-06,1.1403e-06,-4.3004e-07,-2.1353e-07,7.8767e-06,3.6838e-06,3.3443e-06
